"id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"6186776","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA NACIONAL TLAPA-CHILAPA",,"LÍMITE DE CERRO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41121","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186777","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","POBLADO LA LAGUNA",,,,"41101","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186778","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41101","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186770","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA CHILAPA-TLAPA LAS ANTENAS","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41101","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186771","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA CHILAPA-TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","POBLACION LA MAZINTLA",,,,"41121","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186772","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA CHILAPA-TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41121","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","MARZO 2011"
"6186559","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","DICIEMBRE 2014"
"6186556","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41101","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","DICIEMBRE 2014"
"6186557","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LA LAGUNA",,,,"41101","12","GUERRERO","028","Chilapa de Álvarez","0230","La Laguna","0273","800",,,,"Fijo","17.60105165","-99.08922678","DICIEMBRE 2014"
"6186572","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58892949","-99.06762985","DICIEMBRE 2014"
"6186573","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893028","-99.06764317","DICIEMBRE 2014"
"6186560","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58894152","-99.06783391","DICIEMBRE 2014"
"6186561","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893815","-99.06777671","DICIEMBRE 2014"
"6186562","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"LÍMITE DE CERRO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58894152","-99.06783391","DICIEMBRE 2014"
"6186563","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893834","-99.06777996","DICIEMBRE 2014"
"6186564","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893833","-99.06777982","DICIEMBRE 2014"
"6186565","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893835","-99.0677801","DICIEMBRE 2014"
"6186567","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893573","-99.06773567","DICIEMBRE 2014"
"6186568","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893377","-99.06770251","DICIEMBRE 2014"
"6186569","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CARRETERA ESTATAL CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58893294","-99.06768841","DICIEMBRE 2014"
"6186570","MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS",,"212319","Minería de otras piedras dimensionadas","0 a 5 personas","CARRETERA","CHILAPA TLAPA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","PAPAXTLA",,,,"41100","12","GUERRERO","028","Chilapa de Álvarez","0134","Papaxtla","031A","001",,,,"Fijo","17.58892949","-99.06762985","DICIEMBRE 2014"
"6186615","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CAMINO","NINGUNO","CAMINO","NINGUNO","CAMINO","NINGUNO","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186616","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"MONTE","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186625","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186626","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"PUEBLO","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186631","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186632","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186633","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","JUCHITAN LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186628","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","ENTRA AL LA CUCHILLA","CARRETERA","AL CENTRO DE LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186629","MINERÍA DE PIEDRA CALIZA",,"212311","Minería de piedra caliza","0 a 5 personas","CARRETERA","JUCHITAN LA CUCHILLA","CARRETERA","ENTRADA A LA CUCHILLA","CARRETERA","AL CENTRO DE LA CUCHILLA",,"PARCELAS","0","SN",,,"0",,"RANCHERÍA","LA CUCHILLA",,,,"41920","12","GUERRERO","080","Juchitán","0024","La Cuchilla","0108","800",,,,"Fijo","16.59480818","-98.66822874","DICIEMBRE 2014"
"6186927","MINERÍA DE PIEDRA DE YESO",,"212391","Minería de sal","11 a 30 personas","CALLE","REVOLUCION","CALLE","AVENIDA POZAHUALCO","CALLE","JOSE MARIA MORELOS","CARRETERA","CARRETERA NACIONAL ACAPULCO- PINOTEPA","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.56885895","-98.85017276","MARZO 2011"
"6186928","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","LAZARO CARDENAS","CALLE","NINGUNO","CALLE","FRANCISCO CLEMENTE","CALLE","SAN JOSE","0","SN",,,"0","SN","PUEBLO","OJO DE AGUA (LAS SALINAS)",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","063",,,,"Fijo","16.56453612","-98.84964269","MARZO 2011"
"6186924","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","AVENIDA","POZAHUALCO","CALLE","J. CARMEN BALBUENA","AVENIDA","LAS SALINAS","CALLE","FRANCISCO I MADERO","0","SN",,,"0",,"COLONIA","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.56815626","-98.85003703","MARZO 2011"
"6186870","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","EMILOIANBO ZAPATA","CALLE","FRANCISCO JAVIER MINA","CALLE","NIÑOS HEROES","CALLE","MARIA DEL ROSARIO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","035",,,,"Fijo","16.56615516","-98.85397801","MARZO 2011"
"6186871","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","DOMICILIO CONOCIDO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.56780116","-98.85021052","MARZO 2011"
"6186900","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","IGNACIO ALLENDE","CALLE","NINGUNO","CALLE","NIÑOS HEROES","CALLE","JUAN ALDAMA","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","038",,,,"Fijo","16.56672552","-98.85420823","MARZO 2011"
"6186901","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","AQUILES SERDAN","CALLE","JUAN ALDAMA","CALLE","NINGUNO","CAMINO","NINGUNO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","118","7411091025",,,"Fijo","16.56549463","-98.85546503","MARZO 2011"
"6186902","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","UNIDAD DEPORTIVA","CALLE","FRANCISCO JAVIER MINA","CALLE","AQUILES SERDAN","CALLE","NINGUNO","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","115",,,,"Fijo","16.56606201","-98.85589418","MARZO 2011"
"6186903","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","AQUILES SERDAN","CALLE","MIRAMAR","CALLE","DEPORTIVA","CALLE","LAZARO CARDENAS","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.5690536","-98.8502253","MARZO 2011"
"6186904","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","133",,,,"Fijo","16.56867481","-98.84943816","DICIEMBRE 2014"
"6186893","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","MARIA DEL ROSARIO","CALLE","FRANCISCO JAVIER MINA","CALLE","AQUILES SERDAN","CALLE","EMILIANO ZAPATA","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","139","7411182161",,,"Fijo","16.56543936","-98.85383522","MARZO 2011"
"6186894","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","IGNACIO ALLENDE","CALLE","FRANCISCO JAVIER MINA","CALLE","NIÑOS HEROES","CALLE","EMILIANO ZAPATA","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","036",,,,"Fijo","16.56619748","-98.85455191","MARZO 2011"
"6186895","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","AVENIDA","GUADALUPE VICTORIA","CALLE","GUADALUPE VICTORIA","CALLE","LAZARO CARDENAS","CALLE","FRANCISCO CLEMENTE","0","SN",,,"0","SN","PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","031","7411115489",,,"Fijo","16.5651493","-98.85086983","MARZO 2011"
"6186896","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","FRANCISCO I MADERO","CALLE","NINGUNO","AVENIDA","LAS SALINAS","CALLE","NIÑOS HEROES","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","087","7411049491",,,"Fijo","16.56571752","-98.8514363","MARZO 2011"
"6186897","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","EMILIANO ZAPATA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NIÑOS HEROES","0","SN",,,"0",,"PUEBLO","OJO DE AGUA (LAS SALINAS)",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134","7411151635",,,"Fijo","16.5687142","-98.8501321","MARZO 2011"
"6186898","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","JUAN ALDAMA","CALLE","NIÑOS HÉROES","CALLE","FRANCISCO JAVIER MINA","CALLE","IGNACIO ALLENDE","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","037",,,,"Fijo","16.56665303","-98.85487479","MARZO 2011"
"6186906","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","UNIDAD DEPORTIVA","CALLE","FRANCISCO JAVIER MINA","CALLE","AQUILES SERDAN","CALLE","NINGUNO","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","115",,,,"Fijo","16.56608307","-98.85588757","MARZO 2011"
"6186907","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134","7411000981",,,"Fijo","16.56917327","-98.85025759","MARZO 2011"
"6186908","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134","7451091072",,,"Fijo","16.56939965","-98.8503187","MARZO 2011"
"6186909","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","AVENIDA","LAS SALINAS","CALLE","GUADALUPE VICTORIA","CALLE","NIÑOS HEROES","CALLE","FRANCISCO CLEMENTE","0","SN",,,"0","SN","PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","031",,,,"Fijo","16.5651369","-98.85128693","MARZO 2011"
"6186910","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLEJÓN","NINGUNO","CALLE","FRANCISCO VILLA","CALLE","FRANCISCO CLEMENTE","CALLE","NINGUNO","0","SN",,,"0","SN","PUEBLO","OJO DE AGUA ( LAS SALINAS)",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","127",,,,"Fijo","16.56609084","-98.84869316","JULIO 2010"
"6186911","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","JUAN ALDAMA","CALLE","NIÑOS HÉROES","CALLE","NINGUNO","CALLE","IGNACIO ALLENDE","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","038",,,,"Fijo","16.56705848","-98.85455949","MARZO 2011"
"6186912","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO",,,,,,,"0","SN",,,"0",,"PUEBLO","TEPANTITLAN",,,,"41930","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","050",,,,"Fijo","16.5641336","-98.85037157","JULIO 2010"
"6186913","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","GILDARDO GONZÁLEZ","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134","7411182132",,,"Fijo","16.56808425","-98.85004652","MARZO 2011"
"6186914","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","AQUILES SERDAN","CALLE","NINGUNO","CALLE","J. CARMEN BALBUENA","CALLE","JUAN ALDAMA","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134","7411232029",,,"Fijo","16.56943425","-98.85036715","MARZO 2011"
"6186915","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","AVENIDA POZAHUALCO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","DEPORTIVA","0","SN",,,"0",,,"LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.56833042","-98.85003175","MARZO 2011"
"6186916","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","GILDARDO GONZÁLEZ","CALLE","NINGUNO","CALLE","FRANCISCO VILLA","CALLE","NINGUNO","0","SN",,,"0","SN","PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","128","7411133302",,,"Fijo","16.56524573","-98.84690292","MARZO 2011"
"6186917","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","EMILIANO ZAPATA","CALLE","NINGUNO","CALLE","MINA","CALLE","IGNACIO ALLENDE","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","017","7411145010",,,"Fijo","16.56632837","-98.85390899","MARZO 2011"
"6186918","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","133",,,,"Fijo","16.56859727","-98.84937659","MARZO 2011"
"6186919","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","NINGUNO","CALLE","FRANCISCO JAVIER MINA","CALLE","AQUILES SERDAN","CALLE","NINGUNO","0","SN",,,"0",,"PARAJE","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","142","7411072180",,,"Fijo","16.56579603","-98.85652626","MARZO 2011"
"6186920","MINERÍA DE SAL",,"212391","Minería de sal","6 a 10 personas","CALLE","IGNACIO ALLENDE","CALLE","NINGUNO","CALLE","NIÑOS HEROES","CALLE","EMILIANO ZAPATA","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","017","7414145199",,,"Fijo","16.56669217","-98.85414894","MARZO 2011"
"6186921","MINERÍA DE SAL",,"212391","Minería de sal","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","JUAN ALDAMA","CALLE","MARÍA DEL ROSARIO MARTÍNEZ","CALLE","NINGUNO","0","SN",,,"0",,"PUEBLO","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","118",,,,"Fijo","16.56523765","-98.85492991","MARZO 2011"
"6186922","MINERÍA DE SAL",,"212391","Minería de sal","11 a 30 personas","CALLE","NINGUNO","CALLE","ERNESTO SANTOS ORTIZ","CALLE","JUAN ALDAMA","CALLE","LA REFORMA","0","SN",,,"0",,"COLONIA","LAS SALINAS",,,,"41870","12","GUERRERO","018","Copala","0020","Ojo de Agua (Las Salinas)","007A","134",,,,"Fijo","16.56932045","-98.85062075","MARZO 2011"
